in	ADPcaseNOUN	data	25
the	DETdetNOUN	data	25
data	NOUNnmodNOUN	dependency	25
that	PRONnsubjVERB	make	25
make	VERBacl:relclNOUN	data	25
make	VERBrev_objNOUN	problem	25
25	ABOUT	problem	25
much	ADVadvmodADJ	easier	25
easier	ADJxcompVERB	make	25
.	PUNCTpunctVERB	note	25
the	DETdetNOUN	result	26
main	ADJamodNOUN	result	26
the	DETrev_nsubjNOUN	result	26
26	ABOUT	result	26
of	ADPcaseNOUN	work	26
this	DETdetNOUN	work	26
work	NOUNnmodNOUN	result	26
be	AUXcopDET	the	26
the	DET_PREDICATE_OF	26	26
follow	VERBamodDET	the	26
.	PUNCTpunctDET	the	26
on	ADPcasePROPN	English	27
the	DETdetPROPN	English	27
WMT	PROPNoblVERB	obtain	27
'	PUNCTpunctPROPN	English	27
14	NUMnummodPROPN	English	27
English	PROPNnsubjVERB	obtain	27
to	ADPcaseNOUN	translation	27
french	ADJamodNOUN	translation	27
translation	NOUNnmodPROPN	English	27
obtain	VERB_PREDICATE_OF	27	27
a	DETdetNOUN	score	27
BLEU	PROPNcompoundNOUN	score	27
BLEU	PROPNinCOMPOUND	BLEU score	27
score	NOUNinCOMPOUND	BLEU score	27
27	ABOUT	BLEU score	27
obtain	VERBrev_objNOUN	score	27
27	ABOUT	score	27
of	ADPcaseNUM	34.81	27
34.81	NUMnmodNOUN	score	27
by	SCONJmarkVERB	extract	27
directly	ADVadvmodVERB	extract	27
extract	VERBadvclVERB	obtain	27
extract	VERBrev_objNOUN	translation	27
27	ABOUT	translation	27
from	ADPcaseNOUN	ensemble	27
a	DETdetNOUN	ensemble	27
extract	VERBrev_oblNOUN	ensemble	27
27	ABOUT	ensemble	27
of	ADPcaseNUM	5	27
5	NUMnmodNOUN	ensemble	27
(	PUNCTpunctNOUN	parameter	27
with	ADPcaseNOUN	parameter	27
384m	NUMnummodNOUN	parameter	27
parameter	NOUNnmodNOUN	ensemble	27
and	CCONJccNOUN	state	27
8,000	NUMnummodNOUN	state	27
dimensional	ADJamodNOUN	state	27
state	NOUNconjNOUN	parameter	27
each	DETnmod:npmodNOUN	state	27
)	PUNCTpunctNOUN	parameter	27
use	VERBadvclVERB	extract	27
a	DETdetNOUN	decoder	27
simple	ADJamodNOUN	decoder	27
left	ADJamodNOUN	decoder	27
-	PUNCTpunctADJ	left	27
to	ADPcaseADJ	right	27
-	PUNCTpunctADJ	right	27
right	ADJconjADJ	left	27
beamsearch	NOUNcompoundNOUN	decoder	27
beamsearch	NOUNinCOMPOUND	beamsearch decoder	27
decoder	NOUNinCOMPOUND	beamsearch decoder	27
27	ABOUT	beamsearch decoder	27
use	VERBrev_objNOUN	decoder	27
27	ABOUT	decoder	27
.	PUNCTpunctVERB	obtain	27
this	PRONnsubjNOUN	result	28
be	AUXcopNOUN	result	28
by	ADPcaseADV	far	28
far	ADVoblNOUN	result	28
the	DETdetNOUN	result	28
best	ADJamodNOUN	result	28
result	NOUN_PREDICATE_OF	28	28
achieve	VERBaclNOUN	result	28
by	ADPcaseNOUN	translation	28
direct	ADJamodNOUN	translation	28
achieve	VERBrev_oblNOUN	translation	28
28	ABOUT	translation	28
with	ADPcaseNOUN	network	28
large	ADJamodNOUN	network	28
neural	ADJamodNOUN	network	28
network	NOUNnmodNOUN	translation	28
.	PUNCTpunctNOUN	result	28
for	ADPcaseNOUN	comparison	29
33.30	NUMrev_oblNOUN	comparison	29
29	ABOUT	comparison	29
,	PUNCTpunctNUM	33.30	29
the	DETdetNOUN	score	29
bleu	NOUNcompoundNOUN	score	29
bleu	NOUNinCOMPOUND	bleu score	29
score	NOUNinCOMPOUND	bleu score	29
29	ABOUT	bleu score	29
33.30	NUMrev_nsubjNOUN	score	29
29	ABOUT	score	29
of	ADPcaseNOUN	baseline	29
a	DETdetNOUN	baseline	29
smt	NOUNcompoundNOUN	baseline	29
smt	NOUNinCOMPOUND	smt baseline	29
baseline	NOUNinCOMPOUND	smt baseline	29
29	ABOUT	smt baseline	29
baseline	NOUNnmodNOUN	score	29
on	ADPcaseNOUN	dataset	29
this	DETdetNOUN	dataset	29
dataset	NOUNnmodNOUN	baseline	29
be	AUXcopNUM	33.30	29
33.30	NUM_PREDICATE_OF	29	29
[	PUNCTpunctNUM	29	29
29	NUMnummodNUM	33.30	29
]	PUNCTpunctNUM	29	29
.	PUNCTpunctNUM	33.30	29
the	DETdetNOUN	score	30
achieve	VERBrev_nsubj:passNOUN	score	30
30	ABOUT	score	30
be	AUXaux:passVERB	achieve	30
achieve	VERB_PREDICATE_OF	30	30
by	ADPcaseNOUN	lstm	30
a	DETdetNOUN	lstm	30
achieve	VERBrev_oblNOUN	lstm	30
30	ABOUT	lstm	30
with	ADPcaseNOUN	vocabulary	30
a	DETdetNOUN	vocabulary	30
vocabulary	NOUNnmodNOUN	lstm	30
of	ADPcaseNOUN	word	30
80	NUMcompoundNUM	k	30
80	NUMinCOMPOUND	80 k	30
k	NUMinCOMPOUND	80 k	30
30	ABOUT	80 k	30
k	NUMnummodNOUN	word	30
word	NOUNnmodNOUN	vocabulary	30
,	PUNCTpunctVERB	achieve	30
so	ADVadvmodNOUN	translation	30
the	DETdetNOUN	score	30
translation	NOUNrev_nsubjNOUN	score	30
30	ABOUT	score	30
be	AUXcopNOUN	translation	30
the	DETdetNOUN	translation	30
reference	NOUNcompoundNOUN	translation	30
reference	NOUNinCOMPOUND	reference translation	30
translation	NOUNinCOMPOUND	reference translation	30
30	ABOUT	reference translation	30
translation	NOUNconjVERB	achieve	30
contain	VERBaclNOUN	translation	30
a	DETdetNOUN	word	30
contain	VERBrev_objNOUN	word	30
30	ABOUT	word	30
not	ADVadvmodVERB	cover	30
cover	VERBaclNOUN	word	30
by	ADPcaseNUM	k	30
these	DETdetNUM	k	30
80	NUMnummodNUM	k	30
k	NUMoblVERB	cover	30
.	PUNCTpunctVERB	achieve	30
this	DETdetNOUN	result	31
outperform	VERBrev_obl:npmodNOUN	result	31
31	ABOUT	result	31
a	DETdetNOUN	architecture	31
relatively	ADVadvmodADJ	unoptimized	31
unoptimized	ADJamodNOUN	architecture	31
small	ADJamodNOUN	vocabulary	31
-	PUNCTpunctNOUN	vocabulary	31
vocabulary	NOUNcompoundNOUN	architecture	31
vocabulary	NOUNinCOMPOUND	vocabulary architecture	31
architecture	NOUNinCOMPOUND	vocabulary architecture	31
31	ABOUT	vocabulary architecture	31
neural	ADJamodNOUN	architecture	31
network	NOUNcompoundNOUN	architecture	31
network	NOUNinCOMPOUND	network architecture	31
architecture	NOUNinCOMPOUND	network architecture	31
31	ABOUT	network architecture	31
outperform	VERBrev_nsubjNOUN	architecture	31
31	ABOUT	architecture	31
which	PRONnsubjVERB	have	31
have	VERBacl:relclNOUN	architecture	31
much	ADJamodNOUN	improvement	31
have	VERBrev_objNOUN	improvement	31
31	ABOUT	improvement	31
outperform	VERB_PREDICATE_OF	31	31
a	DETdetNOUN	system	31
phrase	NOUNcompoundVERB	base	31
phrase	NOUNinCOMPOUND	phrase base	31
base	VERBinCOMPOUND	phrase base	31
31	ABOUT	phrase base	31
-	PUNCTpunctVERB	base	31
base	VERBamodNOUN	system	31
smt	NOUNcompoundNOUN	system	31
smt	NOUNinCOMPOUND	smt system	31
system	NOUNinCOMPOUND	smt system	31
31	ABOUT	smt system	31
outperform	VERBrev_objNOUN	system	31
31	ABOUT	system	31
.	PUNCTpunctVERB	outperform	31
finally	ADVadvmodVERB	use	32
,	PUNCTpunctVERB	use	32
we	PRONnsubjVERB	use	32
use	VERB_PREDICATE_OF	32	32
the	DETdetNOUN	lstm	32
use	VERBrev_objNOUN	lstm	32
32	ABOUT	lstm	32
to	PARTmarkVERB	rescore	32
rescore	VERBxcompVERB	use	32
the	DETdetNOUN	list	32
publicly	ADVadvmodADJ	available	32
available	ADJamodNOUN	list	32
1000	NUMcompoundADJ	best	32
1000	NUMinCOMPOUND	1000 best	32
best	ADJinCOMPOUND	1000 best	32
32	ABOUT	1000 best	32
-	PUNCTpunctADJ	best	32
best	ADJamodNOUN	list	32
rescore	VERBrev_objNOUN	list	32
32	ABOUT	list	32
of	ADPcaseNOUN	task	32
the	DETdetNOUN	task	32
SMT	PROPNcompoundNOUN	baseline	32
SMT	PROPNinCOMPOUND	SMT baseline	32
baseline	NOUNinCOMPOUND	SMT baseline	32
32	ABOUT	SMT baseline	32
baseline	NOUNcompoundNOUN	task	32
baseline	NOUNinCOMPOUND	baseline task	32
task	NOUNinCOMPOUND	baseline task	32
32	ABOUT	baseline task	32
same	ADJamodNOUN	task	32
task	NOUNnmodNOUN	list	32
[	PUNCTpunctNUM	29	32
29	NUMapposNOUN	task	32
]	PUNCTpunctNUM	29	32
.	PUNCTpunctVERB	use	32
by	SCONJmarkVERB	do	33
do	VERBadvclVERB	obtain	33
so	ADVadvmodVERB	do	33
,	PUNCTpunctVERB	obtain	33
we	PRONnsubjVERB	obtain	33
obtain	VERB_PREDICATE_OF	33	33
a	DETdetNOUN	score	33
bleu	NOUNcompoundNOUN	score	33
bleu	NOUNinCOMPOUND	bleu score	33
score	NOUNinCOMPOUND	bleu score	33
33	ABOUT	bleu score	33
obtain	VERBrev_objNOUN	score	33
33	ABOUT	score	33
of	ADPcaseNUM	36.5	33
36.5	NUMnmodNOUN	score	33
,	PUNCTpunctNOUN	score	33
which	PRONnsubjVERB	improve	33
improve	VERBacl:relclNOUN	score	33
the	DETdetNOUN	point	33
baseline	NOUNcompoundNOUN	point	33
baseline	NOUNinCOMPOUND	baseline point	33
point	NOUNinCOMPOUND	baseline point	33
33	ABOUT	baseline point	33
bleu	NOUNcompoundNOUN	point	33
bleu	NOUNinCOMPOUND	bleu point	33
point	NOUNinCOMPOUND	bleu point	33
33	ABOUT	bleu point	33
improve	VERBrev_objNOUN	point	33
33	ABOUT	point	33
and	CCONJccADJ	close	33
be	AUXcopADJ	close	33
close	ADJconjVERB	improve	33
to	ADPcaseNOUN	result	33
the	DETdetNOUN	result	33
previous	ADJamodNOUN	result	33
best	ADJamodNOUN	result	33
publish	VERBamodNOUN	result	33
close	ADJrev_oblNOUN	result	33
33	ABOUT	result	33
on	ADPcaseNOUN	task	33
this	DETdetNOUN	task	33
task	NOUNnmodNOUN	result	33
(	PUNCTpunctNUM	9	33
which	PRONnsubjNUM	37.0	33
be	AUXcopNUM	37.0	33
37.0	NUMacl:relclNOUN	task	33
[	PUNCTpunctNUM	9	33
9	NUMnummodNUM	37.0	33
]	PUNCTpunctNUM	9	33
)	PUNCTpunctNUM	9	33
.	PUNCTpunctVERB	obtain	33
surprisingly	ADVadvmodVERB	suffer	34
,	PUNCTpunctVERB	suffer	34
the	DETdetPROPN	LSTM	34
LSTM	PROPNnsubjVERB	suffer	34
do	AUXauxVERB	suffer	34
not	PARTadvmodVERB	suffer	34
suffer	VERB_PREDICATE_OF	34	34
on	ADPcaseNOUN	sentence	34
very	ADVadvmodADJ	long	34
long	ADJamodNOUN	sentence	34
suffer	VERBrev_oblNOUN	sentence	34
34	ABOUT	sentence	34
,	PUNCTpunctVERB	suffer	34
despite	ADPcaseNOUN	experience	34
the	DETdetNOUN	experience	34
recent	ADJamodNOUN	experience	34
suffer	VERBrev_oblNOUN	experience	34
34	ABOUT	experience	34
of	ADPcaseNOUN	architecture	34
with	ADPcaseNOUN	architecture	34
related	ADJamodNOUN	architecture	34
architecture	NOUNnmodNOUN	experience	34
[	PUNCTpunctNUM	26	34
26	NUMapposNOUN	architecture	34
]	PUNCTpunctNUM	26	34
.	PUNCTpunctVERB	suffer	34
we	PRONnsubjADJ	able	35
be	AUXcopADJ	able	35
able	ADJ_PREDICATE_OF	35	35
to	PARTmarkVERB	do	35
do	VERBxcompADJ	able	35
well	ADVadvmodVERB	do	35
on	ADPcaseNOUN	sentence	35
long	ADJamodNOUN	sentence	35
do	VERBrev_oblNOUN	sentence	35
35	ABOUT	sentence	35
because	SCONJmarkVERB	introduce	35
the	DETdetNOUN	order	35
introduce	VERBrev_oblNOUN	order	35
35	ABOUT	order	35
of	ADPcaseNOUN	word	35
word	NOUNnmodNOUN	order	35
in	ADPcaseNOUN	sentence	35
the	DETdetNOUN	sentence	35
source	NOUNcompoundNOUN	sentence	35
source	NOUNinCOMPOUND	source sentence	35
sentence	NOUNinCOMPOUND	source sentence	35
35	ABOUT	source sentence	35
sentence	NOUNnmodNOUN	order	35
but	CCONJccNOUN	sentence	35
not	ADVccNOUN	sentence	35
the	DETdetNOUN	sentence	35
target	NOUNcompoundNOUN	sentence	35
target	NOUNinCOMPOUND	target sentence	35
sentence	NOUNinCOMPOUND	target sentence	35
35	ABOUT	target sentence	35
sentence	NOUNconjNOUN	order	35
in	ADPcaseNOUN	training	35
the	DETdetNOUN	training	35
training	NOUNnmodNOUN	sentence	35
and	CCONJccVERB	introduce	35
by	SCONJmarkVERB	do	35
do	VERBadvclVERB	introduce	35
so	ADVadvmodVERB	do	35
,	PUNCTpunctVERB	introduce	35
we	PRONnsubjVERB	introduce	35
introduce	VERBconjADJ	able	35
many	ADJamodNOUN	dependency	35
short	ADJamodNOUN	term	35
term	NOUNcompoundNOUN	dependency	35
term	NOUNinCOMPOUND	term dependency	35
dependency	NOUNinCOMPOUND	term dependency	35
35	ABOUT	term dependency	35
introduce	VERBrev_objNOUN	dependency	35
35	ABOUT	dependency	35
that	PRONnsubjVERB	make	35
make	VERBacl:relclNOUN	dependency	35
the	DETdetNOUN	optimization	35
make	VERBrev_objNOUN	optimization	35
35	ABOUT	optimization	35
simpler	ADJxcompVERB	make	35
(	PUNCTpunctVERB	see	35
see	VERBparataxisADJ	able	35
see	VERBrev_objNOUN	sec.	35
35	ABOUT	sec.	35
2	NUMnummodNOUN	sec.	35
and	CCONJccNUM	3.3	35
3.3	NUMconjNOUN	sec.	35
)	PUNCTpunctVERB	see	35
.	PUNCTpunctADJ	able	35
as	ADPcaseNOUN	result	36
a	DETdetNOUN	result	36
learn	VERBrev_oblNOUN	result	36
36	ABOUT	result	36
,	PUNCTpunctVERB	learn	36
SGD	PROPNnsubjVERB	learn	36
could	AUXauxVERB	learn	36
learn	VERB_PREDICATE_OF	36	36
learn	VERBrev_objNOUN	lstm	36
36	ABOUT	lstm	36
that	PRONnsubjVERB	have	36
have	VERBacl:relclNOUN	lstm	36
no	DETdetNOUN	sentence	36
trouble	NOUNcompoundNOUN	sentence	36
trouble	NOUNinCOMPOUND	trouble sentence	36
sentence	NOUNinCOMPOUND	trouble sentence	36
36	ABOUT	trouble sentence	36
have	VERBrev_objNOUN	sentence	36
36	ABOUT	sentence	36
.	PUNCTpunctVERB	learn	36
the	DETdetNOUN	trick	37
simple	ADJamodNOUN	trick	37
one	NUMrev_nsubjNOUN	trick	37
37	ABOUT	trick	37
of	SCONJmarkVERB	reverse	37
reverse	VERBaclNOUN	trick	37
the	DETdetNOUN	word	37
reverse	VERBrev_objNOUN	word	37
37	ABOUT	word	37
in	ADPcaseNOUN	sentence	37
the	DETdetNOUN	sentence	37
source	NOUNcompoundNOUN	sentence	37
source	NOUNinCOMPOUND	source sentence	37
sentence	NOUNinCOMPOUND	source sentence	37
37	ABOUT	source sentence	37
sentence	NOUNnmodNOUN	word	37
be	AUXcopNUM	one	37
one	NUM_PREDICATE_OF	37	37
of	ADPcaseNOUN	contribution	37
the	DETdetNOUN	contribution	37
contribution	NOUNnmodNUM	one	37
of	ADPcaseNOUN	work	37
this	DETdetNOUN	work	37
work	NOUNnmodNOUN	contribution	37
.	PUNCTpunctNUM	one	37
a	DETdetNOUN	property	38
useful	ADJamodNOUN	property	38
be	VERBrev_nsubjNOUN	property	38
38	ABOUT	property	38
of	ADPcaseNOUN	lstm	38
the	DETdetNOUN	lstm	38
lstm	NOUNnmodNOUN	property	38
be	VERB_PREDICATE_OF	38	38
that	SCONJmarkVERB	learn	38
it	PRONnsubjVERB	learn	38
learn	VERBccompVERB	be	38
to	PARTmarkVERB	map	38
map	VERBxcompVERB	learn	38
a	DETdetNOUN	sentence	38
input	NOUNcompoundNOUN	sentence	38
input	NOUNinCOMPOUND	input sentence	38
sentence	NOUNinCOMPOUND	input sentence	38
38	ABOUT	input sentence	38
map	VERBrev_objNOUN	sentence	38
38	ABOUT	sentence	38
of	ADPcaseNOUN	representation	38
variable	ADJamodNOUN	representation	38
length	NOUNcompoundVERB	fix	38
length	NOUNinCOMPOUND	length fix	38
fix	VERBinCOMPOUND	length fix	38
38	ABOUT	length fix	38
fix	VERBamodNOUN	representation	38
-	PUNCTpunctADJ	dimensional	38
dimensional	ADJamodNOUN	representation	38
vector	NOUNcompoundNOUN	representation	38
vector	NOUNinCOMPOUND	vector representation	38
representation	NOUNinCOMPOUND	vector representation	38
38	ABOUT	vector representation	38
representation	NOUNnmodNOUN	sentence	38
.	PUNCTpunctVERB	be	38
give	VERBmarkVERB	tend	39
that	SCONJmarkVERB	tend	39
tend	VERBrev_nsubjNOUN	translation	39
39	ABOUT	translation	39
tend	VERBadvclVERB	encourage	39
to	PARTmarkNOUN	paraphrase	39
be	AUXcopNOUN	paraphrase	39
paraphrase	NOUNxcompVERB	tend	39
of	ADPcaseNOUN	sentence	39
sentence	NOUNnmodNOUN	paraphrase	39
,	PUNCTpunctVERB	encourage	39
the	DETdetNOUN	objective	39
translation	NOUNcompoundNOUN	objective	39
translation	NOUNinCOMPOUND	translation objective	39
objective	NOUNinCOMPOUND	translation objective	39
39	ABOUT	translation objective	39
encourage	VERBrev_nsubjNOUN	objective	39
39	ABOUT	objective	39
encourage	VERB_PREDICATE_OF	39	39
the	DETdetNOUN	lstm	39
encourage	VERBrev_objNOUN	lstm	39
39	ABOUT	lstm	39
to	PARTmarkVERB	find	39
find	VERBxcompVERB	encourage	39
find	VERBrev_objNOUN	sentence	39
39	ABOUT	sentence	39
capture	VERBxcompVERB	find	39
they	PRONnmod:possNOUN	meaning	39
capture	VERBrev_objNOUN	meaning	39
39	ABOUT	meaning	39
,	PUNCTpunctVERB	encourage	39
as	SCONJmarkADJ	close	39
close	ADJrev_nsubjNOUN	sentence	39
39	ABOUT	sentence	39
with	ADPcaseNOUN	meaning	39
similar	ADJamodNOUN	meaning	39
meaning	NOUNnmodNOUN	sentence	39
be	AUXcopADJ	close	39
close	ADJadvclVERB	encourage	39
to	ADPcaseADJ	other	39
each	DETdetADJ	other	39
other	ADJoblADJ	close	39
while	SCONJmarkADV	far	39
far	ADVrev_nsubjNOUN	meaning	39
39	ABOUT	meaning	39
will	AUXauxADV	far	39
be	AUXcopADV	far	39
far	ADVadvclADJ	close	39
.	PUNCTpunctVERB	encourage	39
a	DETdetNOUN	evaluation	40
qualitative	ADJamodNOUN	evaluation	40
support	VERBrev_nsubjNOUN	evaluation	40
40	ABOUT	evaluation	40
support	VERB_PREDICATE_OF	40	40
this	DETdetNOUN	claim	40
support	VERBrev_objNOUN	claim	40
40	ABOUT	claim	40
,	PUNCTpunctVERB	support	40
show	VERBadvclVERB	support	40
that	SCONJmarkADJ	aware	40
we	PRONnmod:possADJ	aware	40
aware	ADJccompVERB	show	40
of	ADPcaseNOUN	word	40
aware	ADJrev_oblNOUN	word	40
40	ABOUT	word	40
aware	ADJrev_oblNOUN	order	40
40	ABOUT	order	40
and	CCONJccADJ	invariant	40
be	AUXcopADJ	invariant	40
fairly	ADVadvmodADJ	invariant	40
invariant	ADJconjADJ	aware	40
to	ADPcaseNOUN	voice	40
the	DETdetNOUN	voice	40
active	ADJamodNOUN	voice	40
and	CCONJccADJ	passive	40
passive	ADJconjADJ	active	40
invariant	ADJrev_oblNOUN	voice	40
40	ABOUT	voice	40
.	PUNCTpunctVERB	support	40
